"Passkey registration verification failed. Please try again.","Passkey registration verification failed. Please try again."
"Passkey registration was cancelled.","Passkey registration was cancelled."
"Passkey renamed.","Passkey renamed."
"Passkey sign-in didn't complete. Please try again.","Passkey sign-in didn't complete. Please try again."
"Passkey sign-in failed.","Passkey sign-in failed."
"Passkey sign-in was cancelled.","Passkey sign-in was cancelled."
"Passkey verification failed. Please try again.","Passkey verification failed. Please try again."
"Passkeys require a secure (HTTPS) connection.","Passkeys require a secure (HTTPS) connection."
"Please sign in to register a passkey.","Please sign in to register a passkey."
"Please sign in.","Please sign in."
"Public key cannot be empty.","Public key cannot be empty."
"Register a Passkey","Register a Passkey"
"Registration failed.","Registration failed."
"Rename","Rename"
"Revoke","Revoke"
"Revoke passkey","Revoke passkey"
"Revoke selected passkeys","Revoke selected passkeys"
"Revoke the passkey ""%1"" for %2? The customer will no longer be able to sign in with it.","Revoke the passkey ""%1"" for %2? The customer will no longer be able to sign in with it."
"Revoke the selected passkeys? Customers will no longer be able to sign in with them, and each affected customer will be notified by email.","Revoke the selected passkeys? Customers will no longer be able to sign in with them, and each affected customer will be notified by email."
"Save","Save"
"Server error. Please try again.","Server error. Please try again."
"Session expired. Please sign in again.","Session expired. Please sign in again."
"Set up","Set up"
"Set up a Passkey","Set up a Passkey"
"Sign count cannot be negative.","Sign count cannot be negative."
"Sign in faster with a passkey","Sign in faster with a passkey"
"Sign in with Passkey","Sign in with Passkey"
"Signed in. One moment…","Signed in. One moment…"
"The current customer isn't authorized.","The current customer isn't authorized."
"The passkey has been revoked.","The passkey has been revoked."
"This device already has a passkey for your account. Try signing in with it instead.","This device already has a passkey for your account. Try signing in with it instead."
"This passkey no longer exists.","This passkey no longer exists."
"Too many failed passkey attempts. Please try again later.","Too many failed passkey attempts. Please try again later."
"Too many passkey requests. Please try again later.","Too many passkey requests. Please try again later."
"Transports","Transports"
"Unable to delete passkey. Please try again.","Unable to delete passkey. Please try again."
"Unable to generate authentication options.","Unable to generate authentication options."
"Unable to generate authentication options. Please try again.","Unable to generate authentication options. Please try again."
"Unable to generate registration options.","Unable to generate registration options."
"Unable to generate registration options. Please try again.","Unable to generate registration options. Please try again."
"Unable to rename passkey. Please try again.","Unable to rename passkey. Please try again."
"Unable to revoke the passkey. Please try again.","Unable to revoke the passkey. Please try again."
"Unable to revoke the selected passkeys.","Unable to revoke the selected passkeys."
"Unable to sign in with passkey. Please use your password.","Unable to sign in with passkey. Please use your password."
"Unnamed passkey","Unnamed passkey"
"Use your fingerprint, face, or security key for quick and secure sign-in.","Use your fingerprint, face, or security key for quick and secure sign-in."
"Uses","Uses"
"Waiting for your passkey…","Waiting for your passkey…"
"You are not authorized to manage this passkey.","You are not authorized to manage this passkey."
"You have no passkeys registered. Passkeys let you sign in quickly and securely using your device biometrics or a security key.","You have no passkeys registered. Passkeys let you sign in quickly and securely using your device biometrics or a security key."
"Your browser does not support passkeys.","Your browser does not support passkeys."
"challenge_token and assertion_response are required.","challenge_token and assertion_response are required."
"challenge_token and attestation_response are required.","challenge_token and attestation_response are required."
"or","or"
"this passkey","this passkey"
